video,frame,sports_ball_positions,LEFT_SHOULDER_vel,RIGHT_SHOULDER_vel,LEFT_SHOULDER_acc,RIGHT_SHOULDER_acc,LEFT_ELBOW_vel,RIGHT_ELBOW_vel,LEFT_ELBOW_acc,RIGHT_ELBOW_acc,LEFT_WRIST_vel,RIGHT_WRIST_vel,LEFT_WRIST_acc,RIGHT_WRIST_acc,LEFT_HIP_vel,RIGHT_HIP_vel,LEFT_HIP_acc,RIGHT_HIP_acc,NOSE_pos_x,NOSE_pos_y,LEFT_SHOULDER_pos_x,LEFT_SHOULDER_pos_y,RIGHT_SHOULDER_pos_x,RIGHT_SHOULDER_pos_y,LEFT_ELBOW_pos_x,LEFT_ELBOW_pos_y,RIGHT_ELBOW_pos_x,RIGHT_ELBOW_pos_y,LEFT_WRIST_pos_x,LEFT_WRIST_pos_y,RIGHT_WRIST_pos_x,RIGHT_WRIST_pos_y,LEFT_HIP_pos_x,LEFT_HIP_pos_y,RIGHT_HIP_pos_x,RIGHT_HIP_pos_y,LEFT_ELBOW_LEFT_SHOULDER_LEFT_WRIST_angle,RIGHT_ELBOW_RIGHT_SHOULDER_RIGHT_WRIST_angle,LEFT_SHOULDER_LEFT_HIP_LEFT_ELBOW_angle,RIGHT_SHOULDER_RIGHT_HIP_RIGHT_ELBOW_angle,is_shot,shot_id,shot_invalid,make
long_vid.mov,1214,0,154.75,107.51,1205.01,283.8,26.33,87.82,-1666.62,438.28,342.59,110.78,5642.22,619.77,35.87,35.87,459.23,459.23,52.39,-301.01,80.42,-203.0,-52.94,-225.2,96.26,-111.21,-78.28,-118.6,98.64,-70.15,-8.38,-84.26,36.25,3.32,-36.25,-3.32,173.53,102.8,21.87,17.67,0,0,0,
long_vid.mov,1215,0,118.57,74.13,-1993.96,-1839.11,25.16,53.2,-64.11,-1907.81,356.2,105.12,750.01,-311.54,32.4,32.4,-191.22,-191.22,52.37,-301.24,79.66,-203.84,-53.81,-225.2,96.04,-111.0,-78.68,-118.49,95.47,-75.1,-6.44,-84.32,35.56,3.44,-35.56,-3.44,169.09,102.19,22.02,17.82,0,0,0,
long_vid.mov,1216,0,80.47,64.27,-2099.39,-543.72,45.44,42.01,1117.2,-616.83,269.04,115.09,-4802.94,549.05,25.26,25.26,-393.28,-393.28,52.34,-300.99,79.57,-203.72,-54.72,-224.92,97.26,-109.32,-79.4,-118.15,95.64,-76.06,-4.29,-85.14,35.43,3.49,-35.43,-3.49,166.6,100.71,22.64,17.99,0,0,0,
long_vid.mov,1217,0,45.51,40.66,-1926.54,-1300.71,81.44,69.31,1983.85,1504.24,175.65,99.3,-5146.63,-870.14,19.11,19.11,-338.91,-338.91,52.03,-301.45,78.53,-204.33,-55.04,-225.15,95.3,-109.94,-81.69,-119.29,96.24,-78.71,-3.57,-86.05,35.24,3.54,-35.24,-3.54,171.65,98.92,21.84,19.24,0,0,0,
long_vid.mov,1218,0,43.23,40.33,-125.64,-18.37,88.97,88.4,415.32,1052.18,100.92,101.83,-4117.97,139.42,9.09,9.09,-552.36,-552.36,52.7,-302.54,78.47,-205.33,-54.82,-225.98,95.69,-110.54,-82.18,-120.66,97.37,-80.12,-5.2,-87.34,35.15,3.66,-35.15,-3.66,172.87,98.84,22.0,19.62,0,0,0,
long_vid.mov,1219,0,60.97,43.63,977.6,181.85,64.33,90.44,-1358.02,112.42,110.14,77.29,508.08,-1352.33,11.5,11.5,132.81,132.81,54.22,-303.8,79.43,-205.9,-53.89,-226.62,96.41,-110.44,-81.74,-121.45,98.19,-81.34,-5.87,-88.04,34.95,3.85,-34.95,-3.85,173.41,98.93,22.06,19.69,0,0,0,
long_vid.mov,1220,0,63.69,47.26,149.89,200.04,68.01,70.14,202.79,-1118.67,82.91,97.83,-1500.57,1132.08,17.82,17.82,348.64,348.64,53.49,-304.55,78.58,-206.95,-54.17,-227.14,94.29,-111.2,-82.72,-122.53,98.26,-82.57,-8.13,-88.26,34.41,3.86,-34.41,-3.86,178.57,99.42,21.15,20.32,0,0,0,
long_vid.mov,1221,0,59.29,35.55,-242.65,-645.12,83.75,60.12,867.38,-551.99,126.31,80.87,2391.64,-934.43,15.76,15.76,-113.7,-113.7,52.96,-304.88,78.76,-207.7,-54.3,-227.31,93.37,-112.47,-83.55,-122.9,94.66,-84.67,-9.29,-88.27,34.44,3.83,-34.44,-3.83,173.94,99.35,20.55,20.73,0,0,0,
long_vid.mov,1222,0,48.85,25.47,-575.32,-555.48,79.16,51.88,-252.76,-454.08,118.48,87.7,-431.86,376.01,16.91,16.91,63.37,63.37,53.13,-304.0,79.18,-207.35,-54.18,-226.74,93.39,-112.95,-83.89,-122.59,94.37,-85.68,-10.28,-87.37,34.26,4.12,-34.26,-4.12,173.49,99.65,20.55,21.03,0,0,0,
long_vid.mov,1223,"71.07,-68.84",45.32,36.93,-194.53,631.16,78.03,45.63,-62.27,-344.6,114.89,80.73,-197.83,-384.1,10.54,10.54,-351.03,-351.03,52.67,-302.78,78.1,-206.93,-54.79,-225.69,91.55,-114.14,-84.77,-121.91,93.37,-85.39,-9.02,-85.96,34.33,4.3,-34.33,-4.3,175.37,99.28,19.95,21.39,0,0,0,
long_vid.mov,1224,"71.0,-69.71",37.8,50.34,-414.04,738.98,69.78,54.04,-454.82,463.45,61.16,93.28,-2960.72,691.96,12.5,12.5,108.19,108.19,53.96,-301.37,78.2,-206.59,-54.76,-224.75,90.43,-114.27,-85.5,-120.75,92.63,-84.38,-8.34,-84.25,34.37,4.44,-34.37,-4.44,176.67,98.85,19.28,21.75,0,0,0,
long_vid.mov,1225,"71.26,-69.15",43.54,55.2,316.13,267.82,85.99,70.01,893.28,880.06,108.92,117.82,2631.91,1352.14,11.03,11.03,-81.19,-81.19,54.33,-300.18,77.65,-205.93,-54.78,-223.9,89.07,-114.14,-86.38,-119.76,89.13,-83.39,-10.47,-82.62,34.6,4.56,-34.6,-4.56,173.02,99.19,18.65,22.14,0,0,0,
long_vid.mov,1226,"70.12,-69.85",47.06,61.56,193.79,350.48,92.85,90.48,378.03,1128.23,133.45,131.69,1351.78,764.15,16.11,16.11,280.12,280.12,54.3,-298.58,77.62,-204.58,-55.56,-222.55,87.25,-112.34,-88.13,-118.39,87.79,-81.43,-11.57,-80.21,35.01,4.79,-35.01,-4.79,175.05,99.14,17.46,22.76,0,0,0,
long_vid.mov,1227,"69.95,-69.61",47.36,56.39,16.72,-284.54,129.76,92.95,2033.82,135.75,163.29,139.88,1644.4,451.69,20.18,20.18,224.1,224.1,54.46,-298.13,77.53,-204.22,-56.21,-222.47,86.01,-109.46,-89.63,-118.24,85.28,-80.04,-13.65,-79.26,35.34,4.96,-35.34,-4.96,173.47,99.38,16.52,23.26,0,0,0,
long_vid.mov,1228,"69.13,-67.9",36.78,49.5,-583.03,-379.87,128.85,74.64,-50.15,-1008.82,112.57,107.31,-2795.21,-1794.84,19.33,19.33,-47.03,-47.03,54.87,-298.2,77.38,-204.45,-56.4,-222.91,85.36,-108.31,-89.82,-118.5,84.54,-79.55,-14.55,-79.31,35.56,4.93,-35.56,-4.93,173.63,99.75,16.04,23.21,0,0,0,
long_vid.mov,1229,"68.96,-66.71",14.67,28.25,-1218.6,-1171.03,101.23,44.01,-1521.69,-1687.74,101.92,71.63,-586.52,-1966.59,15.55,15.55,-208.12,-208.12,55.24,-298.15,77.3,-204.33,-56.41,-223.31,84.32,-108.12,-90.19,-118.93,83.4,-78.17,-15.23,-79.1,35.81,5.01,-35.81,-5.01,174.07,100.06,15.38,23.32,0,0,0,
long_vid.mov,1230,"69.39,-65.49",28.0,29.88,734.95,89.64,68.84,47.73,-1784.92,205.0,114.7,73.53,704.27,104.89,11.92,11.92,-200.22,-200.22,53.9,-298.52,76.21,-204.37,-56.94,-223.84,84.6,-106.78,-91.73,-119.66,82.8,-74.66,-17.33,-80.25,35.98,4.99,-35.98,-4.99,171.86,99.44,15.8,23.94,0,0,0,
long_vid.mov,1231,"69.06,-63.73",36.52,35.9,469.33,331.74,64.11,55.25,-261.02,414.22,117.0,71.74,126.38,-98.83,13.11,13.11,65.58,65.58,54.35,-298.37,76.37,-203.64,-56.15,-223.79,84.21,-105.79,-92.47,-119.64,82.07,-73.96,-17.99,-79.79,36.24,4.89,-36.24,-4.89,171.58,98.92,15.47,24.42,0,0,0,
long_vid.mov,1232,"67.74,-62.66",49.06,39.57,691.23,202.43,67.74,67.17,200.04,656.69,96.89,86.47,-1107.84,811.73,12.45,12.45,-36.01,-36.01,54.48,-298.69,75.55,-203.73,-56.65,-224.12,82.95,-105.86,-93.63,-119.98,81.37,-74.02,-19.2,-80.69,36.45,4.81,-36.45,-4.81,172.84,98.28,14.94,24.81,0,0,0,
long_vid.mov,1233,0,36.66,40.99,-683.69,78.25,49.68,48.57,-995.23,-1024.8,69.05,51.97,-1534.18,-1901.01,15.86,15.86,187.73,187.73,54.66,-299.46,75.8,-204.07,-56.66,-224.94,83.33,-105.94,-94.14,-120.45,79.41,-73.44,-18.89,-81.09,36.81,4.77,-36.81,-4.77,168.73,97.88,14.96,24.89,0,0,0,
long_vid.mov,1234,"65.86,-61.0",28.81,33.71,-432.41,-401.18,63.21,43.37,745.96,-286.37,84.31,56.84,840.93,268.19,14.64,14.64,-67.05,-67.05,54.81,-299.89,76.1,-203.96,-56.72,-225.34,83.96,-104.26,-94.58,-120.56,77.98,-72.29,-19.96,-81.17,37.01,4.71,-37.01,-4.71,164.88,97.96,15.12,24.97,0,0,0,
long_vid.mov,1235,0,31.21,34.26,132.44,30.13,65.44,40.18,122.89,-175.79,103.73,51.87,1069.99,-273.7,19.59,19.59,272.6,272.6,54.82,-299.02,75.92,-203.02,-56.69,-224.71,82.81,-105.02,-95.49,-120.05,76.47,-71.39,-20.88,-80.33,36.98,4.21,-36.98,-4.21,165.29,97.69,14.67,25.45,0,0,0,
long_vid.mov,1236,0,28.57,20.95,-145.85,-733.11,83.52,37.51,996.15,-147.32,106.3,59.4,141.81,414.77,15.6,15.6,-220.06,-220.06,54.83,-299.22,75.95,-202.74,-56.71,-224.81,82.55,-103.67,-96.04,-120.09,74.28,-71.21,-21.78,-80.18,36.91,4.09,-36.91,-4.09,161.89,97.68,14.5,25.71,0,0,0,
long_vid.mov,1237,0,24.36,18.98,-231.82,-108.75,56.86,36.09,-1469.34,-78.44,99.22,58.54,-390.34,-47.21,15.34,15.34,-14.33,-14.33,54.87,-299.81,76.03,-202.78,-56.65,-225.1,82.76,-103.4,-96.33,-120.33,72.88,-71.6,-22.79,-80.34,36.83,3.91,-36.83,-3.91,158.86,97.79,14.61,25.86,0,0,0,
long_vid.mov,1238,0,26.85,32.75,137.21,758.64,41.84,41.83,-827.34,316.68,96.39,59.16,-156.14,34.35,7.75,7.75,-418.08,-418.08,54.9,-301.86,76.11,-203.88,-56.59,-226.48,82.63,-103.94,-96.61,-121.65,71.85,-72.83,-22.57,-81.6,36.84,3.83,-36.84,-3.83,157.16,97.52,14.44,25.96,0,0,0,
long_vid.mov,1239,"61.24,-57.9",27.16,37.03,17.08,236.04,22.2,38.9,-1082.67,-161.65,64.43,57.41,-1760.85,-96.81,9.66,9.66,105.44,105.44,54.71,-302.73,76.22,-204.15,-56.8,-226.74,82.53,-104.22,-96.9,-121.91,72.19,-73.12,-21.81,-81.27,36.61,3.73,-36.61,-3.73,158.01,97.49,14.4,26.1,0,0,0,
long_vid.mov,1240,"61.09,-57.12",48.65,33.29,1184.25,-206.1,22.99,32.68,43.72,-342.95,70.89,91.17,355.99,1860.59,8.24,8.24,-78.25,-78.25,54.59,-303.9,77.48,-204.21,-56.71,-226.76,82.53,-103.83,-96.91,-121.94,72.54,-71.35,-18.96,-81.0,36.73,3.71,-36.73,-3.71,160.02,96.73,13.97,26.1,0,0,0,
long_vid.mov,1241,"58.01,-55.02",30.2,19.12,-1016.73,-781.05,34.2,24.54,617.75,-448.2,67.35,89.97,-195.45,-65.95,9.75,9.75,82.85,82.85,53.64,-303.97,77.41,-204.15,-57.23,-226.43,82.57,-105.01,-97.76,-121.63,71.73,-70.19,-17.92,-80.38,36.81,3.56,-36.81,-3.56,159.73,96.18,14.04,26.38,0,0,0,
long_vid.mov,1242,"56.88,-54.37",28.91,31.64,-71.27,690.13,47.79,39.65,748.9,832.3,92.0,91.83,1358.75,102.13,12.86,12.86,171.57,171.57,52.52,-303.76,77.6,-204.02,-58.11,-225.92,83.56,-104.7,-98.94,-121.33,71.34,-68.44,-18.74,-79.96,37.22,3.64,-37.22,-3.64,157.93,95.97,14.44,26.69,0,0,0,
long_vid.mov,1243,"56.6,-53.75",10.33,40.7,-1023.7,499.46,67.52,62.28,1087.44,1247.44,89.09,54.42,-160.55,-2061.19,10.91,10.91,-107.28,-107.28,51.25,-303.74,77.84,-203.98,-58.63,-225.65,84.69,-103.77,-100.2,-121.21,72.98,-68.56,-19.57,-79.92,37.23,3.64,-37.23,-3.64,157.69,95.42,14.98,27.21,0,0,0,
long_vid.mov,1244,"56.15,-53.95",21.47,34.56,614.08,-338.35,77.13,62.32,529.39,2.02,94.87,54.98,318.52,30.49,11.42,11.42,27.74,27.74,50.1,-304.18,77.99,-204.66,-58.67,-225.93,86.17,-104.61,-100.87,-121.83,74.57,-69.24,-20.68,-80.46,37.19,3.83,-37.19,-3.83,157.17,95.23,15.75,27.59,0,0,0,
long_vid.mov,1245,"55.84,-53.5",34.44,29.88,714.74,-257.9,87.67,47.4,580.83,-822.01,76.48,52.22,-1013.24,-151.73,4.7,4.7,-370.13,-370.13,49.68,-303.89,78.77,-204.16,-58.93,-225.21,86.23,-103.0,-101.22,-121.64,74.27,-68.5,-21.36,-80.08,37.17,3.87,-37.17,-3.87,156.67,95.28,15.52,27.82,0,0,0,
long_vid.mov,1246,0,49.24,26.29,815.58,-197.83,82.21,31.42,-301.07,-880.79,60.68,49.14,-871.06,-169.91,7.59,7.59,159.26,159.26,49.66,-303.32,79.57,-203.48,-58.81,-224.84,87.31,-102.55,-101.62,-121.61,73.51,-68.67,-21.93,-79.75,37.31,3.98,-37.31,-3.98,153.45,95.19,15.9,28.08,0,0,0,
long_vid.mov,1247,0,58.24,29.86,495.96,196.73,81.46,31.79,-40.96,20.21,85.51,52.01,1368.49,158.34,4.29,4.29,-181.67,-181.67,49.8,-303.34,80.71,-203.15,-58.5,-224.48,87.35,-100.89,-100.69,-121.58,72.53,-65.75,-21.58,-78.39,37.31,3.97,-37.31,-3.97,153.42,96.34,15.55,27.78,0,0,0,
long_vid.mov,1248,0,83.62,54.55,1398.25,1360.23,103.4,75.51,1208.68,2409.46,126.53,84.9,2260.49,1812.47,10.83,10.83,360.03,360.03,50.06,-305.85,80.77,-205.46,-58.1,-226.55,87.42,-103.7,-100.11,-124.3,72.19,-68.76,-20.93,-80.88,36.91,3.99,-36.91,-3.99,152.7,96.4,15.57,27.78,0,0,0,
long_vid.mov,1249,0,70.87,58.54,-702.43,220.24,101.38,73.99,-111.13,-83.76,119.74,93.95,-374.18,498.72,8.73,8.73,-115.54,-115.54,50.32,-306.03,81.05,-205.25,-57.58,-226.23,88.13,-102.92,-99.99,-124.59,72.09,-69.16,-21.96,-81.38,36.9,4.05,-36.9,-4.05,150.62,96.33,15.87,27.96,0,0,0,
long_vid.mov,1250,0,64.15,64.23,-370.32,313.37,94.22,61.7,-394.38,-677.27,83.0,88.88,-2024.63,-279.58,11.61,11.61,158.71,158.71,50.62,-305.74,81.62,-204.66,-57.42,-225.47,89.27,-102.36,-99.74,-124.51,73.16,-69.28,-22.74,-82.2,37.08,4.05,-37.08,-4.05,149.76,96.05,16.32,27.99,0,0,0,
long_vid.mov,1251,0,45.05,41.2,-1052.36,-1269.12,68.14,27.72,-1437.37,-1872.36,42.49,48.12,-2232.39,-2246.16,10.37,10.37,-68.33,-68.33,50.87,-305.59,82.79,-204.14,-56.74,-224.96,90.36,-101.51,-98.82,-124.32,73.27,-68.47,-22.68,-82.54,37.4,4.14,-37.4,-4.14,148.42,96.06,16.52,27.7,0,0,0,
long_vid.mov,1252,0,45.07,35.39,0.73,-320.17,54.81,34.31,-734.58,362.97,45.81,40.1,182.95,-441.96,14.68,14.68,237.51,237.51,50.8,-305.61,83.15,-204.14,-56.59,-224.7,90.66,-101.66,-98.15,-124.27,73.34,-67.87,-21.99,-82.73,37.11,4.19,-37.11,-4.19,148.67,96.13,16.65,27.53,0,0,0,
long_vid.mov,1253,0,31.07,26.7,-771.13,-478.88,57.48,42.9,147.14,473.19,27.3,36.2,-1020.22,-214.73,14.5,14.5,-9.92,-9.92,50.62,-305.83,83.17,-204.19,-56.88,-224.61,92.03,-101.97,-97.42,-124.23,73.36,-67.81,-21.13,-83.02,37.26,4.15,-37.26,-4.15,146.38,96.38,17.38,27.08,0,0,0,
long_vid.mov,1254,0,20.44,32.21,-585.97,303.64,37.56,39.47,-1097.55,-188.83,53.7,49.84,1455.01,751.48,15.7,15.7,66.13,66.13,49.41,-306.27,82.62,-204.61,-58.04,-224.67,91.99,-102.27,-98.14,-124.46,71.93,-66.06,-22.03,-83.64,37.64,4.28,-37.64,-4.28,145.79,96.4,17.38,27.1,0,0,0,
long_vid.mov,1255,0,20.3,30.35,-7.72,-102.68,47.87,34.03,568.15,-299.6,55.43,50.23,95.15,21.49,11.62,11.62,-225.02,-225.02,49.25,-306.64,82.48,-204.93,-57.95,-224.84,92.84,-102.53,-97.89,-124.74,72.59,-65.84,-22.38,-84.28,37.63,4.35,-37.63,-4.35,145.33,96.43,17.87,27.02,0,0,0,
long_vid.mov,1256,0,43.74,50.69,1291.52,1120.88,41.18,41.73,-368.67,423.96,67.81,53.81,682.59,197.28,11.99,11.99,20.39,20.39,48.29,-307.1,81.24,-205.43,-59.34,-225.1,91.93,-103.04,-99.01,-124.98,71.94,-66.2,-23.36,-84.79,37.44,4.33,-37.44,-4.33,145.56,96.37,17.75,27.28,0,0,0,
long_vid.mov,1257,0,50.1,45.54,350.85,-283.43,56.75,43.43,857.83,93.68,48.57,51.39,-1060.26,-133.54,8.41,8.41,-197.1,-197.1,48.34,-307.98,80.85,-206.39,-59.87,-225.8,91.93,-104.19,-99.55,-125.62,72.54,-67.24,-23.47,-85.74,37.25,4.28,-37.25,-4.28,146.12,96.06,17.88,27.44,0,0,0,
long_vid.mov,1258,0,50.9,50.19,44.08,256.25,50.89,40.15,-323.11,-180.75,53.25,51.27,257.9,-6.43,8.51,8.51,5.32,5.32,49.04,-308.28,81.13,-206.67,-59.47,-225.99,92.43,-104.48,-99.55,-125.82,73.41,-67.62,-22.79,-86.0,37.21,4.35,-37.21,-4.35,146.39,95.62,18.07,27.54,0,0,0,
long_vid.mov,1259,0,37.49,35.68,-738.99,-799.6,50.05,28.17,-46.1,-660.0,62.56,43.16,512.68,-446.73,9.23,9.23,40.04,40.04,49.34,-308.87,81.39,-207.22,-59.05,-226.46,93.26,-105.04,-99.44,-126.31,74.46,-68.3,-22.38,-86.52,37.24,4.57,-37.24,-4.57,146.28,95.34,18.4,27.58,0,0,0,
long_vid.mov,1260,0,31.57,30.37,-326.6,-292.8,43.02,25.54,-387.22,-145.12,62.03,43.54,-29.21,20.57,11.54,11.54,127.11,127.11,49.39,-309.53,81.25,-207.93,-59.28,-227.0,93.5,-105.77,-99.54,-126.99,75.36,-69.07,-22.43,-87.5,37.38,4.87,-37.38,-4.87,146.87,95.19,18.48,27.56,0,0,0,
long_vid.mov,1261,0,39.22,34.85,421.75,246.69,56.16,36.28,724.11,592.22,66.71,49.71,258.27,340.01,12.86,12.86,72.93,72.93,49.61,-310.56,81.3,-208.73,-59.39,-227.67,93.93,-106.98,-99.61,-127.78,75.98,-70.09,-21.9,-88.42,37.53,4.89,-37.53,-4.89,146.98,94.93,18.66,27.53,0,0,0,
long_vid.mov,1262,0,39.37,33.19,8.08,-91.48,46.37,37.03,-539.68,40.96,58.35,46.86,-460.69,-156.87,11.57,11.57,-71.09,-71.09,49.6,-311.16,81.34,-209.35,-59.61,-228.16,94.27,-107.31,-99.57,-128.31,75.47,-70.7,-21.65,-88.87,37.56,4.74,-37.56,-4.74,145.59,95.04,18.78,27.45,0,0,0,
long_vid.mov,1263,0,32.7,30.5,-367.2,-148.24,36.58,29.82,-539.32,-397.14,48.58,34.99,-538.39,-653.94,8.26,8.26,-182.59,-182.59,49.23,-311.91,81.38,-209.7,-59.97,-228.41,94.48,-107.2,-99.7,-128.59,74.84,-70.51,-21.98,-88.86,37.51,4.6,-37.51,-4.6,144.56,95.38,18.85,27.43,0,0,0,
long_vid.mov,1264,0,33.05,29.34,18.92,-63.93,23.96,28.74,-695.45,-59.7,33.5,19.39,-831.38,-860.04,7.61,7.61,-35.64,-35.64,48.96,-313.47,81.7,-210.47,-60.09,-229.03,94.83,-107.69,-99.41,-129.26,74.49,-70.38,-22.1,-89.04,37.59,4.51,-37.59,-4.51,144.13,95.97,18.87,27.24,0,0,0,
long_vid.mov,1265,0,27.94,25.55,-281.41,-208.86,22.78,22.84,-65.4,-325.13,21.99,20.07,-634.28,37.47,5.37,5.37,-123.81,-123.81,48.71,-314.83,82.03,-210.48,-59.76,-229.03,95.23,-107.63,-99.2,-129.27,74.33,-70.44,-21.55,-89.03,37.61,4.5,-37.61,-4.5,143.36,95.82,18.98,27.2,0,0,0,
long_vid.mov,1266,0,27.09,22.17,-46.66,-186.26,22.95,23.47,9.73,34.72,14.17,14.62,-430.94,-300.33,3.26,3.26,-115.91,-115.91,48.49,-316.84,82.34,-210.5,-59.51,-229.07,95.47,-107.65,-98.99,-129.53,74.22,-70.25,-21.53,-89.06,37.62,4.47,-37.62,-4.47,143.13,95.95,19.03,27.2,0,0,0,
long_vid.mov,1267,0,16.49,15.36,-584.32,-375.1,13.56,12.74,-517.46,-591.3,12.48,15.88,-92.76,69.62,2.6,2.6,-36.74,-36.74,47.88,-318.11,82.31,-210.25,-59.52,-228.82,95.46,-107.56,-98.98,-129.67,74.29,-69.97,-21.64,-88.8,37.64,4.39,-37.64,-4.39,143.32,96.15,19.05,27.27,0,0,0,
long_vid.mov,1268,0,10.77,9.55,-315.03,-319.99,9.44,13.58,-227.23,46.29,10.83,11.69,-91.29,-230.9,2.2,2.2,-21.68,-21.68,47.04,-318.51,82.29,-210.26,-59.53,-228.83,95.39,-107.72,-99.0,-129.93,74.21,-69.96,-21.96,-88.81,37.65,4.4,-37.65,-4.4,143.44,96.34,19.03,27.33,0,0,0,
long_vid.mov,1269,0,11.75,10.93,53.82,76.05,13.62,19.11,230.53,304.93,10.85,20.06,1.29,461.25,2.65,2.65,24.61,24.61,46.23,-319.21,82.29,-210.63,-59.52,-229.16,95.39,-108.2,-98.99,-130.57,74.19,-70.19,-22.32,-89.14,37.67,4.46,-37.67,-4.46,143.56,96.57,19.01,27.37,0,0,0,
long_vid.mov,1270,0,8.14,6.89,-198.75,-222.63,17.02,21.75,187.18,145.67,10.88,18.08,1.65,-109.11,2.02,2.02,-34.53,-34.53,45.99,-319.45,82.28,-210.68,-59.51,-229.19,95.38,-108.47,-99.01,-130.86,74.14,-70.47,-22.49,-89.18,37.69,4.42,-37.69,-4.42,143.49,96.7,19.02,27.43,0,0,0,
long_vid.mov,1271,0,8.78,8.04,35.27,63.19,19.87,18.86,157.24,-159.26,11.32,13.68,24.06,-242.29,3.62,3.62,87.81,87.81,45.55,-319.55,82.25,-210.63,-59.48,-229.12,95.05,-108.42,-99.06,-130.94,74.2,-70.56,-22.42,-89.2,37.76,4.36,-37.76,-4.36,144.02,96.61,18.83,27.48,0,0,0,
long_vid.mov,1272,0,4.56,4.78,-232.92,-179.47,27.71,11.68,431.67,-395.85,20.06,6.88,481.82,-374.91,3.66,3.66,2.39,2.39,45.21,-319.9,82.19,-210.75,-59.38,-229.24,94.15,-108.43,-99.17,-131.16,73.67,-70.1,-22.33,-89.29,37.8,4.31,-37.8,-4.31,145.21,96.5,18.33,27.56,0,0,0,
long_vid.mov,1273,0,9.24,9.91,258.08,282.7,39.79,14.93,665.88,179.1,26.12,10.41,333.77,194.34,5.96,5.96,126.56,126.56,45.11,-320.6,82.18,-211.06,-59.33,-229.55,93.22,-108.32,-99.46,-131.53,73.08,-69.91,-22.45,-89.63,37.84,4.15,-37.84,-4.15,146.19,96.28,17.78,27.71,0,0,0,
long_vid.mov,1274,0,16.63,15.85,407.24,327.15,45.56,21.75,317.97,376.02,27.44,16.99,72.93,362.79,8.1,8.1,118.3,118.3,44.84,-321.61,82.2,-211.52,-59.19,-229.92,92.7,-108.7,-99.75,-131.9,73.11,-70.08,-22.65,-90.02,37.96,3.98,-37.96,-3.98,147.27,96.03,17.43,27.85,0,0,0,
long_vid.mov,1275,0,22.61,14.36,329.72,-82.29,46.04,29.29,26.63,415.32,17.72,16.11,-535.82,-48.31,8.52,8.52,22.78,22.78,44.0,-321.81,81.93,-211.89,-59.24,-229.87,92.28,-109.52,-100.41,-131.81,73.21,-70.23,-22.64,-89.95,38.02,3.91,-38.02,-3.91,148.34,95.52,17.28,28.14,0,0,0,
long_vid.mov,1276,0,23.25,11.81,34.9,-140.16,38.49,32.32,-416.43,166.97,19.42,11.45,93.87,-256.8,7.89,7.89,-34.35,-34.35,43.06,-321.78,81.64,-212.07,-59.3,-229.7,91.96,-109.93,-101.0,-131.62,73.48,-70.88,-22.58,-89.86,38.11,3.82,-38.11,-3.82,148.92,95.0,17.17,28.39,0,0,0,
long_vid.mov,1277,0,17.55,8.99,-313.93,-155.77,28.21,32.74,-566.32,23.14,36.58,3.94,945.45,-414.04,6.7,6.7,-65.76,-65.76,42.68,-321.71,81.58,-212.22,-59.4,-229.48,91.95,-110.02,-101.42,-131.35,73.98,-71.87,-22.6,-89.88,38.25,3.85,-38.25,-3.85,148.98,94.57,17.13,28.54,0,0,0,
long_vid.mov,1278,0,12.77,13.76,-263.23,262.86,17.0,27.11,-617.57,-310.07,40.0,9.67,188.47,315.95,8.69,8.69,109.48,109.48,42.3,-321.66,81.76,-212.14,-59.27,-229.17,92.08,-109.74,-101.56,-131.03,74.33,-71.93,-22.93,-89.68,38.45,3.86,-38.45,-3.86,149.09,94.43,17.09,28.59,0,0,0,
long_vid.mov,1279,0,11.99,13.16,-42.98,-32.88,9.44,16.84,-416.79,-565.95,32.14,12.94,-433.14,180.02,10.94,10.94,124.17,124.17,42.04,-322.15,82.04,-212.25,-59.17,-229.27,92.19,-109.74,-101.62,-131.05,74.6,-71.86,-23.22,-89.68,38.7,3.86,-38.7,-3.86,149.44,94.44,16.99,28.56,0,0,0,
long_vid.mov,1280,0,12.84,8.93,46.84,-232.92,10.17,10.3,40.41,-360.59,20.72,18.73,-628.95,319.25,12.6,12.6,91.29,91.29,41.43,-322.49,82.24,-212.25,-59.18,-229.26,92.28,-109.65,-101.57,-130.92,74.49,-71.39,-23.44,-89.42,38.94,3.82,-38.94,-3.82,149.47,94.65,16.92,28.45,0,0,0,
long_vid.mov,1281,0,12.48,7.57,-20.02,-74.95,6.45,5.75,-205.0,-250.56,29.83,24.27,501.84,304.92,11.4,11.4,-65.76,-65.76,40.67,-323.04,82.31,-212.42,-59.37,-229.43,92.35,-109.56,-101.6,-131.02,74.01,-70.68,-24.12,-89.34,39.06,3.82,-39.06,-3.82,149.16,95.05,16.89,28.37,0,0,0,
long_vid.mov,1282,0,8.67,8.08,-209.96,28.1,5.81,4.95,-35.27,-44.09,26.13,45.72,-203.9,1182.41,8.45,8.45,-162.75,-162.75,40.37,-323.3,82.26,-212.5,-59.54,-229.46,92.43,-109.57,-101.58,-131.02,74.09,-70.68,-25.58,-89.31,39.16,3.82,-39.16,-3.82,149.12,95.63,16.91,28.28,0,0,0,
