video,frame,sports_ball_positions,LEFT_SHOULDER_vel,RIGHT_SHOULDER_vel,LEFT_SHOULDER_acc,RIGHT_SHOULDER_acc,LEFT_ELBOW_vel,RIGHT_ELBOW_vel,LEFT_ELBOW_acc,RIGHT_ELBOW_acc,LEFT_WRIST_vel,RIGHT_WRIST_vel,LEFT_WRIST_acc,RIGHT_WRIST_acc,LEFT_HIP_vel,RIGHT_HIP_vel,LEFT_HIP_acc,RIGHT_HIP_acc,NOSE_pos_x,NOSE_pos_y,LEFT_SHOULDER_pos_x,LEFT_SHOULDER_pos_y,RIGHT_SHOULDER_pos_x,RIGHT_SHOULDER_pos_y,LEFT_ELBOW_pos_x,LEFT_ELBOW_pos_y,RIGHT_ELBOW_pos_x,RIGHT_ELBOW_pos_y,LEFT_WRIST_pos_x,LEFT_WRIST_pos_y,RIGHT_WRIST_pos_x,RIGHT_WRIST_pos_y,LEFT_HIP_pos_x,LEFT_HIP_pos_y,RIGHT_HIP_pos_x,RIGHT_HIP_pos_y,LEFT_ELBOW_LEFT_SHOULDER_LEFT_WRIST_angle,RIGHT_ELBOW_RIGHT_SHOULDER_RIGHT_WRIST_angle,LEFT_SHOULDER_LEFT_HIP_LEFT_ELBOW_angle,RIGHT_SHOULDER_RIGHT_HIP_RIGHT_ELBOW_angle,is_shot,shot_id,shot_invalid,make
long_vid.mov,7604,"57.77,-64.06",30.86,37.86,-729.99,-54.55,42.91,32.31,-4236.26,187.73,72.6,72.99,-1141.45,84.68,9.88,9.88,-286.56,-286.56,51.11,-313.64,83.42,-206.98,-55.99,-224.45,91.82,-96.16,-99.48,-119.38,78.69,-76.27,-15.72,-87.51,37.22,3.23,-37.22,-3.23,142.24,88.35,16.73,27.34,0,0,0,
long_vid.mov,7605,"57.28,-64.06",26.61,37.75,-234.21,-5.88,33.17,33.75,-536.92,79.35,85.45,68.67,708.31,-238.06,13.76,13.76,213.63,213.63,51.86,-313.36,83.77,-207.29,-56.62,-224.09,92.01,-96.06,-100.0,-118.88,76.81,-75.35,-16.13,-87.98,37.59,3.52,-37.59,-3.52,139.51,87.82,16.59,27.34,0,0,0,
long_vid.mov,7606,"57.9,-64.11",32.59,42.1,329.17,239.53,47.24,40.28,775.54,359.66,106.62,30.24,1166.43,-2117.76,15.17,15.17,77.88,77.88,53.74,-312.64,84.53,-206.95,-55.51,-223.79,93.38,-95.59,-99.53,-118.34,75.68,-73.35,-15.63,-87.76,37.68,3.58,-37.68,-3.58,136.94,87.36,17.09,27.29,0,0,0,
long_vid.mov,7607,0,41.1,52.09,469.14,550.52,52.49,46.72,289.49,354.7,104.92,52.18,-93.68,1208.86,14.9,14.9,-14.88,-14.88,54.39,-312.04,83.64,-206.69,-56.33,-223.31,92.78,-94.55,-100.59,-118.01,74.35,-73.37,-17.3,-87.64,37.45,3.6,-37.45,-3.6,134.3,87.23,17.05,27.71,0,0,0,
long_vid.mov,7608,"54.15,-61.87",43.31,44.72,121.6,-406.14,66.2,39.99,755.33,-370.51,78.82,71.01,-1437.92,1037.85,10.5,10.5,-242.84,-242.84,54.37,-312.33,83.97,-207.18,-56.59,-223.52,93.23,-95.39,-100.84,-118.27,73.71,-73.55,-18.95,-87.63,37.6,3.79,-37.6,-3.79,133.47,87.71,17.13,27.74,0,0,0,
long_vid.mov,7609,"52.78,-61.48",38.86,29.66,-244.86,-829.73,51.35,43.18,-818.53,175.42,63.66,80.38,-835.6,516.54,17.12,17.12,364.99,364.99,53.59,-312.69,84.1,-207.76,-56.78,-223.79,93.27,-96.03,-101.57,-118.77,72.84,-72.36,-19.7,-86.9,37.13,3.81,-37.13,-3.81,134.51,88.18,17.21,28.2,0,0,0,
long_vid.mov,7610,0,31.64,27.09,-397.87,-141.81,48.76,40.27,-142.36,-160.18,76.49,77.26,706.84,-172.12,14.83,14.83,-126.19,-126.19,52.74,-313.16,83.9,-208.25,-57.59,-223.88,92.45,-96.7,-102.41,-119.21,71.4,-70.94,-21.15,-86.48,37.23,3.77,-37.23,-3.77,136.37,88.76,16.8,28.46,0,0,0,
long_vid.mov,7611,0,43.75,51.9,667.16,1367.39,59.59,60.95,596.81,1139.61,109.85,89.34,1838.37,665.88,13.75,13.75,-59.7,-59.7,51.27,-313.08,82.65,-208.29,-59.27,-223.73,90.92,-96.91,-103.89,-119.24,69.14,-69.91,-23.38,-85.91,37.4,3.72,-37.4,-3.72,136.86,89.36,16.29,28.8,0,0,0,
long_vid.mov,7612,0,38.53,54.94,-287.66,167.16,55.53,56.0,-223.92,-272.59,104.79,94.11,-278.84,262.86,6.18,6.18,-417.16,-417.16,50.59,-313.21,82.39,-208.47,-59.76,-223.73,91.15,-97.26,-104.47,-119.44,68.06,-69.4,-24.66,-85.62,37.38,3.67,-37.38,-3.67,135.84,89.76,16.48,29.01,0,0,0,
long_vid.mov,7613,0,44.86,46.22,349.01,-480.17,72.25,52.81,921.21,-175.79,75.14,73.79,-1633.74,-1119.78,14.43,14.43,455.0,455.0,51.08,-313.47,83.24,-208.72,-59.53,-223.97,93.09,-97.63,-103.79,-119.8,68.44,-69.57,-25.04,-85.75,37.91,3.52,-37.91,-3.52,133.64,90.37,17.12,28.62,0,0,0,
long_vid.mov,7614,0,24.47,25.87,-1124.0,-1121.43,66.06,33.81,-340.74,-1047.4,30.98,51.25,-2433.34,-1242.48,28.79,28.79,790.97,790.97,50.74,-313.58,83.38,-208.71,-60.1,-223.92,94.19,-98.13,-104.2,-119.97,68.39,-69.64,-26.12,-85.77,38.87,3.41,-38.87,-3.41,132.27,90.66,17.43,28.49,0,0,0,
long_vid.mov,7615,0,27.51,34.44,167.71,472.26,85.74,39.34,1084.33,305.11,16.57,54.83,-794.46,197.28,39.94,39.94,614.63,614.63,49.73,-313.92,83.0,-209.01,-61.05,-224.06,93.55,-99.48,-104.95,-120.5,68.3,-70.04,-27.58,-86.13,39.46,3.13,-39.46,-3.13,133.89,90.98,17.1,28.55,0,0,0,
long_vid.mov,7616,0,29.85,46.21,128.77,648.42,73.01,38.19,-701.69,-63.56,19.24,53.97,147.5,-47.21,35.1,35.1,-266.72,-266.72,49.89,-313.92,83.95,-208.67,-60.14,-223.72,94.72,-99.99,-104.24,-120.48,67.78,-69.84,-27.73,-85.8,39.32,2.88,-39.32,-2.88,132.56,91.25,17.57,28.52,0,0,0,
long_vid.mov,7617,0,48.78,57.06,1043.36,597.91,89.63,45.28,916.25,390.71,30.11,51.5,598.83,-136.3,20.25,20.25,-818.34,-818.34,50.57,-312.9,84.36,-207.57,-59.71,-222.63,96.58,-98.98,-104.04,-119.67,67.35,-70.35,-27.98,-84.9,39.27,2.74,-39.27,-2.74,127.99,91.27,18.52,28.61,0,0,0,
long_vid.mov,7618,0,47.94,48.08,-46.29,-494.86,78.86,36.18,-593.69,-501.48,49.78,32.96,1083.96,-1021.5,11.57,11.57,-478.51,-478.51,50.67,-312.64,84.54,-207.18,-59.6,-222.17,97.38,-98.56,-104.19,-119.27,68.12,-71.61,-27.72,-84.47,39.29,2.55,-39.29,-2.55,125.9,91.04,18.92,28.72,0,0,0,
long_vid.mov,7619,0,34.67,37.34,-731.27,-591.66,59.9,31.46,-1044.83,-260.29,79.29,47.91,1626.39,824.03,11.67,11.67,5.51,5.51,50.43,-312.51,84.51,-206.89,-59.73,-221.8,97.63,-98.55,-104.59,-119.04,69.2,-73.49,-28.84,-84.12,39.03,2.4,-39.03,-2.4,124.49,91.17,19.16,28.97,0,0,0,
long_vid.mov,7620,0,16.06,17.41,-1025.36,-1098.65,24.66,22.12,-1941.97,-514.33,74.39,42.65,-270.39,-290.23,11.68,11.68,0.92,0.92,50.1,-312.8,84.65,-206.95,-59.68,-221.74,97.79,-98.66,-104.91,-118.99,69.2,-73.89,-29.49,-84.1,38.88,2.36,-38.88,-2.36,123.98,91.07,19.25,29.17,0,0,0,
long_vid.mov,7621,0,16.21,13.47,7.9,-216.75,27.36,15.44,148.61,-368.3,59.72,36.13,-808.42,-359.3,11.33,11.33,-19.65,-19.65,49.96,-313.04,85.09,-206.99,-59.43,-221.66,98.83,-98.8,-104.85,-119.01,68.53,-74.04,-29.35,-84.09,38.72,2.36,-38.72,-2.36,122.02,90.95,19.73,29.26,0,0,0,
long_vid.mov,7622,0,20.08,12.02,213.45,-80.09,33.38,13.28,331.75,-119.22,25.21,22.63,-1901.56,-743.58,8.1,8.1,-177.63,-177.63,50.14,-312.85,85.55,-206.81,-59.25,-221.4,99.39,-98.68,-104.53,-118.9,68.25,-73.97,-28.95,-83.9,38.61,2.31,-38.61,-2.31,121.15,91.02,19.95,29.22,0,0,0,
long_vid.mov,7623,0,26.47,14.55,352.13,139.61,32.21,12.68,-64.47,-32.88,30.25,16.54,277.74,-335.97,6.18,6.18,-106.17,-106.17,50.35,-312.88,86.05,-206.76,-59.11,-221.24,99.52,-98.65,-104.26,-119.02,67.58,-73.89,-28.64,-83.85,38.65,2.29,-38.65,-2.29,120.69,91.1,19.88,29.17,0,0,0,
long_vid.mov,7624,0,20.53,15.04,-327.15,26.82,18.57,17.34,-751.47,256.62,35.47,22.37,287.66,321.46,4.9,4.9,-70.54,-70.54,50.06,-312.95,86.0,-206.86,-59.39,-221.25,99.48,-98.96,-104.41,-119.29,66.77,-74.42,-29.03,-84.09,38.56,2.33,-38.56,-2.33,119.77,91.21,19.89,29.26,0,0,0,
long_vid.mov,7625,0,18.11,13.18,-133.36,-102.31,18.2,22.07,-20.57,260.84,36.6,25.09,62.27,149.89,4.11,4.11,-43.53,-43.53,49.83,-313.23,86.23,-207.15,-59.31,-221.45,99.66,-99.48,-104.36,-119.88,66.63,-74.74,-28.53,-84.39,38.62,2.39,-38.62,-2.39,119.73,91.16,19.91,29.32,0,0,0,
long_vid.mov,7626,0,16.3,15.65,-99.93,135.75,33.73,24.82,855.81,151.55,43.34,31.76,371.42,367.56,3.71,3.71,-21.68,-21.68,49.82,-313.32,86.63,-207.19,-58.96,-221.46,100.63,-99.53,-104.11,-120.25,65.84,-75.42,-27.85,-84.4,38.64,2.39,-38.64,-2.39,117.32,91.13,20.31,29.34,0,0,0,
long_vid.mov,7627,0,17.74,13.29,79.36,-130.05,32.27,30.62,-80.27,319.44,34.76,32.93,-473.0,64.66,4.0,4.0,15.8,15.8,49.3,-313.39,86.44,-207.19,-59.11,-221.42,100.41,-99.58,-104.25,-120.86,65.34,-75.44,-28.37,-84.41,38.53,2.4,-38.53,-2.4,117.14,91.49,20.27,29.54,0,0,0,
long_vid.mov,7628,0,11.67,14.58,-334.68,71.09,26.12,23.12,-338.91,-413.12,38.64,29.04,214.18,-214.73,3.94,3.94,-3.13,-3.13,48.93,-313.32,86.41,-207.17,-59.36,-221.29,100.54,-99.75,-104.4,-120.97,64.78,-75.38,-28.74,-84.36,38.59,2.34,-38.59,-2.34,116.78,91.64,20.35,29.6,0,0,0,
long_vid.mov,7629,0,4.93,16.26,-371.24,92.95,17.91,18.15,-452.61,-274.07,27.22,28.67,-629.32,-20.39,7.92,7.92,218.96,218.96,48.52,-313.38,86.44,-207.19,-59.79,-221.16,101.07,-99.7,-104.56,-120.92,64.4,-75.55,-29.38,-84.18,38.81,2.26,-38.81,-2.26,115.62,91.97,20.56,29.54,0,0,0,
long_vid.mov,7630,0,15.0,31.84,554.93,858.38,25.65,21.71,426.71,196.18,30.5,39.46,180.39,594.97,12.56,12.56,255.88,255.88,47.78,-312.79,85.87,-206.7,-60.54,-220.5,101.47,-99.19,-105.13,-120.32,63.73,-75.42,-30.13,-83.36,38.83,1.9,-38.83,-1.9,113.96,92.24,20.96,29.66,0,0,0,
long_vid.mov,7631,0,25.05,42.83,553.64,605.81,33.89,33.76,454.08,664.41,39.9,52.93,518.01,742.11,15.34,15.34,153.38,153.38,47.15,-312.5,85.43,-206.33,-61.11,-219.82,101.22,-98.57,-105.64,-119.65,62.68,-75.21,-30.71,-82.42,38.62,1.81,-38.62,-1.81,112.88,92.45,21.01,29.86,0,0,0,
long_vid.mov,7632,0,33.64,48.05,473.55,287.29,26.69,41.55,-396.96,428.92,39.92,55.49,1.47,141.26,17.38,17.38,112.05,112.05,46.65,-312.09,85.03,-206.01,-61.47,-219.19,101.21,-98.44,-106.06,-119.23,62.6,-75.63,-31.15,-81.75,38.37,1.57,-38.37,-1.57,112.02,92.54,21.22,30.1,0,0,0,
long_vid.mov,7633,0,24.41,31.18,-508.64,-929.29,17.91,29.73,-483.47,-651.36,33.06,37.89,-378.03,-969.88,13.94,13.94,-189.38,-189.38,46.25,-312.03,85.0,-206.25,-61.49,-219.1,101.32,-98.56,-106.21,-119.31,62.89,-75.55,-31.23,-81.61,38.19,1.52,-38.19,-1.52,112.29,92.55,21.32,30.25,0,0,0,
long_vid.mov,7634,0,17.93,16.6,-356.91,-803.65,18.58,20.06,36.55,-532.7,31.81,19.81,-69.25,-996.52,10.91,10.91,-167.16,-167.16,45.51,-312.22,85.0,-206.48,-61.4,-219.12,101.81,-99.07,-106.33,-119.61,62.79,-76.55,-31.35,-81.59,38.13,1.51,-38.13,-1.51,111.1,92.59,21.59,30.4,0,0,0,
long_vid.mov,7635,0,13.56,4.23,-240.82,-681.86,19.04,15.45,25.53,-254.23,36.34,7.81,249.82,-661.1,4.7,4.7,-342.03,-342.03,44.71,-312.82,84.79,-206.65,-61.46,-219.12,101.89,-99.21,-106.59,-119.84,62.57,-77.18,-31.48,-81.53,38.12,1.52,-38.12,-1.52,110.21,92.58,21.68,30.57,0,0,0,
long_vid.mov,7636,0,15.4,7.06,101.4,156.13,17.49,20.31,-85.6,268.19,43.09,11.63,371.79,210.33,2.03,2.03,-147.32,-147.32,44.08,-313.59,84.55,-206.89,-61.69,-219.16,101.87,-99.3,-106.92,-120.13,62.47,-77.85,-31.84,-81.48,38.09,1.52,-38.09,-1.52,109.41,92.69,21.71,30.74,0,0,0,
long_vid.mov,7637,0,17.45,11.75,112.6,258.45,7.35,22.24,-558.79,105.99,56.18,16.92,721.72,291.52,1.57,1.57,-24.98,-24.98,43.39,-313.96,84.26,-207.06,-62.03,-219.23,101.81,-99.43,-107.33,-120.24,62.5,-79.56,-32.25,-81.48,38.12,1.52,-38.12,-1.52,107.55,92.71,21.73,30.86,0,0,0,
long_vid.mov,7638,0,17.93,14.71,26.82,163.12,10.15,23.24,154.48,55.29,62.43,19.43,344.42,138.32,4.7,4.7,172.3,172.3,42.72,-314.41,84.13,-207.33,-62.23,-219.3,101.82,-99.75,-107.59,-120.54,62.71,-80.55,-32.53,-81.53,38.31,1.52,-38.31,-1.52,106.8,92.8,21.71,30.94,0,0,0,
long_vid.mov,7639,0,13.4,13.49,-249.82,-67.23,11.28,19.39,62.45,-212.16,57.36,22.68,-279.58,179.1,8.68,8.68,219.14,219.14,42.07,-314.25,84.05,-207.27,-62.39,-219.22,101.84,-99.9,-107.81,-120.63,62.72,-80.95,-33.07,-81.47,38.53,1.41,-38.53,-1.41,106.44,92.92,21.71,30.99,0,0,0,
long_vid.mov,7640,0,12.36,11.91,-57.49,-87.25,13.23,21.42,107.27,112.05,44.54,27.3,-706.65,254.59,11.64,11.64,163.3,163.3,41.41,-314.36,83.81,-207.43,-62.6,-219.36,101.92,-100.14,-108.09,-121.09,62.81,-81.96,-33.64,-81.81,38.73,1.41,-38.73,-1.41,105.35,92.97,21.76,31.09,0,0,0,
long_vid.mov,7641,0,10.4,10.32,-107.64,-87.25,12.91,19.43,-17.82,-110.03,36.28,28.87,-455.0,86.7,10.13,10.13,-83.03,-83.03,40.82,-314.57,83.89,-207.6,-62.57,-219.48,102.05,-100.41,-108.16,-121.37,63.1,-82.44,-33.82,-82.14,38.82,1.46,-38.82,-1.46,105.15,92.9,21.78,31.14,0,0,0,
long_vid.mov,7642,0,12.52,10.5,116.64,9.74,14.93,16.89,111.5,-139.79,31.63,20.72,-256.25,-449.12,6.07,6.07,-223.92,-223.92,40.45,-314.73,84.02,-207.76,-62.49,-219.65,102.28,-100.52,-108.07,-121.4,63.23,-82.49,-33.72,-82.14,38.84,1.47,-38.84,-1.47,105.12,92.96,21.85,31.07,0,0,0,
long_vid.mov,7643,"38.24,-43.14",8.46,7.98,-223.74,-138.68,14.87,8.15,-3.31,-481.64,17.67,11.11,-769.29,-529.76,5.24,5.24,-45.56,-45.56,40.11,-314.59,84.04,-207.69,-62.61,-219.61,102.53,-100.46,-108.08,-121.34,63.1,-82.71,-33.84,-82.21,39.0,1.46,-39.0,-1.46,104.45,92.96,21.94,31.01,0,0,0,
long_vid.mov,7644,0,15.82,14.08,405.77,335.97,22.13,16.12,400.26,439.39,14.99,15.52,-147.87,242.84,7.89,7.89,145.85,145.85,39.96,-313.96,84.12,-207.11,-62.57,-219.16,102.88,-99.87,-107.73,-120.71,63.3,-82.35,-33.69,-81.62,39.1,1.23,-39.1,-1.23,103.95,93.19,22.12,30.79,0,0,0,
long_vid.mov,7645,0,20.09,19.76,235.31,313.19,26.45,24.39,238.06,455.74,18.67,22.25,202.79,371.24,14.58,14.58,368.67,368.67,39.54,-313.5,84.07,-206.67,-62.8,-218.72,102.89,-99.37,-107.57,-120.19,63.07,-82.1,-33.89,-81.2,39.33,0.92,-39.33,-0.92,103.5,93.45,22.11,30.58,0,0,0,
long_vid.mov,7646,"41.73,-43.22",34.09,33.55,771.32,759.74,37.63,43.69,615.92,1063.2,30.54,40.53,654.49,1007.17,23.16,23.16,472.64,472.64,38.89,-312.63,83.69,-205.94,-63.17,-217.93,102.61,-98.56,-107.4,-119.1,63.08,-81.19,-33.26,-80.26,39.64,0.37,-39.64,-0.37,103.72,93.54,22.05,30.28,0,0,0,
long_vid.mov,7647,"43.37,-43.92",25.27,25.54,-486.04,-441.41,31.99,42.82,-310.98,-47.76,37.61,45.28,389.42,261.58,20.3,20.3,-157.6,-157.6,38.66,-312.92,83.79,-205.9,-63.19,-217.93,102.94,-98.35,-106.74,-118.93,62.31,-80.95,-32.4,-80.17,39.72,0.35,-39.72,-0.35,103.09,93.79,22.16,29.9,0,0,0,
long_vid.mov,7648,"43.58,-47.1",33.86,34.21,473.37,477.6,38.66,49.78,367.75,383.36,42.25,63.88,255.51,1025.18,15.23,15.23,-279.21,-279.21,38.6,-313.85,83.89,-206.8,-63.16,-218.89,103.2,-99.17,-105.97,-119.43,62.44,-81.53,-31.55,-81.37,39.77,0.45,-39.77,-0.45,103.24,93.8,22.19,29.4,0,0,0,
long_vid.mov,7649,"46.67,-50.19",60.34,59.45,1459.24,1390.9,63.77,70.93,1383.74,1165.7,73.28,107.12,1710.15,2382.64,13.43,13.43,-99.01,-99.01,38.56,-316.18,83.97,-209.07,-62.9,-221.13,103.26,-101.39,-104.94,-121.45,63.81,-83.73,-29.8,-84.39,39.77,0.98,-39.77,-0.98,103.96,93.38,22.04,28.87,0,0,0,
long_vid.mov,7650,"48.67,-56.09",90.64,92.11,1669.93,1799.8,87.35,90.82,1299.42,1096.26,171.96,171.77,5438.14,3562.67,17.81,17.81,241.0,241.0,38.27,-317.91,84.17,-210.81,-62.45,-222.87,103.43,-103.05,-103.58,-122.56,69.74,-85.46,-25.94,-86.48,39.74,1.3,-39.74,-1.3,107.45,92.63,21.96,28.15,0,0,0,
long_vid.mov,7651,"51.42,-60.75",111.59,113.46,1154.12,1176.54,109.61,112.76,1226.87,1208.87,269.22,272.56,5359.71,5554.6,26.94,26.94,503.13,503.13,37.64,-319.87,84.51,-212.83,-61.68,-224.85,101.99,-104.55,-101.78,-123.67,75.62,-85.81,-20.42,-90.72,39.43,1.84,-39.43,-1.84,116.22,90.43,21.03,27.32,0,0,0,
long_vid.mov,7652,0,88.19,93.44,-1289.51,-1103.24,80.46,102.99,-1606.55,-538.21,290.72,340.58,1184.8,3748.19,28.01,28.01,59.15,59.15,37.11,-320.66,84.81,-213.78,-61.03,-225.81,101.55,-105.0,-100.12,-124.16,79.25,-86.78,-14.91,-95.34,39.23,2.38,-39.23,-2.38,120.52,87.65,20.65,26.61,0,0,0,
long_vid.mov,7653,0,71.62,81.44,-912.76,-660.92,69.43,96.78,-607.83,-342.58,234.44,371.23,-3101.61,1688.84,32.98,32.98,273.7,273.7,36.98,-320.24,85.39,-214.41,-60.17,-226.58,101.96,-104.02,-98.72,-124.44,78.69,-89.84,-9.99,-98.88,39.02,2.95,-39.02,-2.95,112.83,85.39,20.58,26.08,0,0,0,
long_vid.mov,7654,"64.57,-85.37",37.82,50.4,-1862.62,-1710.71,33.59,97.77,-1975.04,54.74,183.15,298.16,-2826.62,-4026.3,22.96,22.96,-551.81,-551.81,36.96,-320.18,85.49,-214.23,-59.79,-226.36,101.89,-103.92,-96.73,-123.56,79.31,-92.87,-7.55,-100.6,39.09,2.93,-39.09,-2.93,107.63,84.67,20.52,25.06,0,0,0,
long_vid.mov,7655,"73.24,-95.55",31.53,38.14,-346.81,-675.61,31.96,122.68,-89.83,1372.72,303.86,305.55,6651.97,407.06,15.37,15.37,-418.26,-418.26,36.73,-320.67,85.25,-214.83,-59.67,-226.83,101.76,-104.46,-93.68,-123.17,77.78,-103.09,-3.89,-107.25,39.08,2.76,-39.08,-2.76,84.75,81.9,20.49,23.41,0,0,0,
long_vid.mov,7656,"77.56,-111.23",24.28,20.37,-399.34,-979.07,39.16,180.95,396.95,3211.09,444.44,279.24,7747.13,-1449.68,5.0,5.0,-571.65,-571.65,36.68,-320.24,84.79,-214.76,-59.49,-226.86,101.69,-105.92,-89.1,-122.73,76.04,-113.71,-2.84,-111.75,39.09,2.73,-39.09,-2.73,64.28,81.38,20.69,21.07,0,0,0,
long_vid.mov,7657,0,29.98,24.6,313.92,232.92,93.75,211.8,3008.11,1699.87,502.65,354.53,3207.78,4149.01,4.89,4.89,-6.06,-6.06,35.8,-318.39,84.28,-214.66,-59.83,-226.29,104.74,-106.42,-85.36,-121.81,69.77,-113.69,-5.14,-118.45,39.06,2.67,-39.06,-2.67,67.56,78.67,22.46,19.04,0,0,0,
long_vid.mov,7658,0,66.56,31.18,2015.81,362.6,324.6,230.69,12721.27,1041.34,727.69,482.9,12401.29,7074.09,10.24,10.24,294.64,294.64,34.56,-315.36,81.99,-213.34,-58.99,-226.4,108.59,-118.97,-81.98,-124.14,77.14,-135.04,-6.16,-132.99,38.85,2.26,-38.85,-2.26,47.19,70.67,27.06,17.8,0,0,0,
long_vid.mov,7659,0,116.22,33.14,2736.61,108.01,513.27,276.6,10397.22,2529.96,934.73,727.55,11409.54,13481.57,17.89,17.89,421.94,421.94,33.4,-313.33,78.83,-213.26,-58.81,-226.18,112.78,-129.92,-75.43,-126.87,91.53,-151.72,2.16,-148.89,38.46,2.04,-38.46,-2.04,22.1,64.65,32.78,14.69,0,0,0,
long_vid.mov,7660,"99.78,-203.19",154.63,32.68,2116.84,-25.54,553.96,403.15,2242.12,6973.42,1094.9,995.15,8826.13,14746.82,23.61,23.61,315.21,315.21,33.29,-310.67,76.83,-214.94,-58.82,-225.54,114.52,-134.93,-64.71,-127.58,99.22,-164.58,15.14,-166.22,38.12,1.87,-38.12,-1.87,2.07,60.74,35.35,8.73,0,0,0,
long_vid.mov,7661,"100.34,-228.63",345.6,58.3,10523.6,1412.21,663.64,559.6,6044.5,8621.49,1097.06,1229.07,119.03,12890.82,37.52,37.52,766.36,766.36,35.38,-303.38,64.25,-211.49,-57.36,-223.83,114.76,-154.02,-53.45,-133.3,102.27,-187.08,31.61,-188.01,36.91,1.74,-36.91,-1.74,20.61,59.72,48.62,2.79,1,17,0,0.0
long_vid.mov,7662,"101.2,-257.3",329.04,56.29,-912.57,-110.95,565.46,657.95,-5410.41,5420.14,1260.12,1361.8,8985.94,7314.36,36.77,36.77,-41.33,-41.33,37.59,-300.21,63.84,-209.27,-57.2,-223.75,121.1,-153.24,-42.89,-139.88,98.29,-217.73,36.05,-212.79,36.51,1.83,-36.51,-1.83,26.14,56.96,53.0,4.36,1,17,0,0.0
long_vid.mov,7663,"100.86,-287.09",322.76,76.1,-346.26,1091.67,730.21,760.04,9078.88,5625.87,1154.27,1440.07,-5833.08,4313.23,34.64,34.64,-117.56,-117.56,44.95,-278.19,65.2,-211.09,-57.46,-225.46,135.15,-150.73,-31.75,-151.78,96.59,-226.8,33.02,-238.52,36.31,1.99,-36.31,-1.99,22.33,55.98,56.93,13.83,1,17,0,0.0
long_vid.mov,7664,"97.06,-311.6",118.47,53.44,-11257.45,-1248.91,589.91,705.96,-7731.88,-2980.56,1080.79,1263.87,-4049.26,-9710.04,18.94,18.94,-865.18,-865.18,44.48,-276.69,66.6,-212.4,-57.48,-226.46,143.46,-158.61,-26.88,-160.15,95.38,-245.46,31.76,-256.2,36.23,2.35,-36.23,-2.35,26.05,56.18,63.06,19.36,1,17,0,0.0
long_vid.mov,7665,"94.11,-333.27",108.86,96.23,-529.95,2358.4,690.44,756.43,5539.91,2781.25,883.38,1207.86,-10878.49,-3086.36,12.75,12.75,-341.11,-341.11,49.85,-282.99,67.4,-213.94,-57.52,-228.97,145.83,-170.23,-19.31,-173.32,94.74,-265.62,33.91,-278.22,36.24,2.27,-36.24,-2.27,32.69,61.37,69.07,29.11,1,17,0,0.0
long_vid.mov,7666,"88.99,-350.34",88.78,102.52,-1106.55,346.26,686.25,699.76,-230.9,-3122.92,1019.15,1055.03,7481.7,-8422.19,9.39,9.39,-185.16,-185.16,51.98,-287.2,67.89,-215.01,-58.12,-230.95,146.85,-184.24,-15.14,-185.86,94.82,-282.23,37.46,-295.45,36.29,2.33,-36.29,-2.33,40.74,69.27,76.98,38.18,1,17,0,0.0
long_vid.mov,7667,"82.52,-366.2",66.44,104.25,-1231.09,95.7,751.29,939.62,3584.53,13218.15,963.94,1142.59,-3042.27,4824.99,9.68,9.68,15.98,15.98,32.54,-290.17,67.45,-215.55,-59.2,-231.2,147.32,-199.23,-10.73,-208.18,94.16,-297.92,39.33,-317.86,36.54,2.06,-36.54,-2.06,50.13,89.12,86.53,58.94,1,17,0,0.0
long_vid.mov,7668,"76.72,-378.64",64.76,72.24,-92.21,-1764.34,809.09,975.39,3184.82,1971.18,828.84,996.75,-7444.96,-8036.62,12.83,12.83,173.59,173.59,7.17,-292.09,66.15,-216.56,-59.77,-231.71,147.25,-214.23,-10.89,-225.32,92.92,-310.67,37.24,-331.89,36.69,1.86,-36.69,-1.86,58.96,106.86,96.04,76.82,1,17,0,0.0
long_vid.mov,7669,"70.75,-389.9",84.34,49.35,1078.63,-1261.03,855.24,822.41,2543.56,-8430.09,808.51,777.44,-1120.32,-12085.7,14.19,14.19,74.95,74.95,3.28,-293.15,63.95,-216.98,-59.21,-232.3,145.34,-230.68,-10.77,-230.2,88.11,-325.41,35.86,-337.37,36.58,1.76,-36.58,-1.76,68.42,111.03,106.69,81.91,1,17,0,0.0
long_vid.mov,7670,"67.4,-396.85",107.82,54.88,1294.28,304.74,872.06,493.9,926.53,-18103.21,749.33,444.94,-3261.23,-18323.08,16.88,16.88,148.42,148.42,9.86,-293.69,62.01,-216.55,-57.81,-232.33,143.55,-246.49,-12.34,-234.8,83.46,-336.99,33.6,-341.13,36.06,1.8,-36.06,-1.8,76.58,116.48,116.94,87.72,1,17,0,0.0
long_vid.mov,7671,0,101.41,100.09,-353.6,2491.39,817.47,303.31,-3008.29,-10503.03,681.28,272.54,-3750.22,-9500.27,29.99,29.99,722.27,722.27,28.77,-303.84,60.76,-216.88,-54.63,-232.92,142.42,-258.47,-17.39,-239.3,78.12,-344.36,30.8,-345.02,35.36,2.46,-35.36,-2.46,80.17,124.24,123.6,94.95,1,17,0,0.0
