Frame,LEFT_SHOULDER_X,LEFT_SHOULDER_Y,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,LEFT_ELBOW_X,LEFT_ELBOW_Y,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,LEFT_WRIST_X,LEFT_WRIST_Y,RIGHT_WRIST_X,RIGHT_WRIST_Y,LEFT_HIP_X,LEFT_HIP_Y,RIGHT_HIP_X,RIGHT_HIP_Y,Ball_X,Ball_Y
0,-148.30480813980103,-628.3576011657714,-130.5753207206725,-657.5552558898926,-125.6697106361388,-656.8546485900879,-121.04129076004017,-656.0310173034667,-132.9642355442047,-658.9142417907715,-129.79251265525818,-658.9423942565917,-126.17548942565918,-658.8660049438475,-78.05218577384949,-641.0624885559082,-84.36801552772522,-641.1972999572753,-131.66547775268543,-595.3101539611816,-135.57069897651672,-595.8658218383788,34.944988489151,-464.7842788696289,-65.7611882686615,-459.37992095947266,111.76298260688782,-200.2536392211914,-36.92922234535217,-252.73590087890625,-120.36762714385975,-191.72286987304688,-173.37841987609863,-219.93976593017578,-171.66291117668152,-155.71861267089844,-211.66594505310053,-209.99725341796875,-181.91733956336975,-194.72362518310547,-235.34288763999933,-221.93778991699196,-165.26371836662292,-211.99825286865234,-210.3824114799499,-235.44353485107422,36.08162283897411,2.2227859497072586,-36.081622838974,-2.2227859497070312,-31.348661184310913,333.16989898681663,-31.23040795326233,297.0872497558596,16.129785776138306,610.1803207397461,-19.731520414352417,590.9226608276367,65.68033576011669,657.9275894165039,6.1705076694488525,649.398307800293,-130.00436425209045,649.742317199707,-125.1561427116394,631.2008285522461,-241.395005941391,-197.7636489868164
1,-153.49107813835138,-625.3628311157225,-135.81656527519226,-654.852710723877,-130.93807554244984,-654.182373046875,-126.26787757873524,-653.32515335083,-138.06356978416443,-656.2285881042479,-134.80945587158203,-656.3399391174314,-131.11430311203003,-656.3815727233884,-83.24699807167053,-638.6444091796875,-89.26817965507507,-639.0186882019042,-136.64142179489136,-592.7066459655761,-140.8024935722351,-593.219627380371,30.027714014053345,-462.90234375,-70.73953986167908,-457.4154510498046,106.32017970085144,-198.46726226806618,-40.056862592697144,-251.9498291015625,-124.7051260471344,-190.264823913574,-175.84971928596497,-219.7136993408203,-176.76039147377014,-153.20441436767578,-215.12815117835987,-212.1159439086914,-186.8972361087799,-193.65701293945312,-238.85163545608515,-222.87927246093727,-170.2544553279876,-211.3959732055664,-213.42542695999146,-235.8380584716797,31.36017107963562,4.129463195800781,-39.68107867240906,-0.5907669067382812,-35.68408083915699,335.24050140380905,-37.728155851364136,297.8640518188479,10.521840333938712,609.6670761108398,-25.387488126754647,588.6717453002934,60.206324815750236,656.7883529663086,0.3386728763581459,646.1313858032227,-137.54539275169373,649.9571456909184,-128.73373103141785,629.7718276977539,-240.60808539390564,-191.54537200927734
2,-159.57666621208182,-636.9488914489745,-141.86486206054678,-666.5021484374998,-136.86757450103744,-665.8583953857421,-131.9829757690428,-665.0718086242674,-144.0693868160248,-667.8127235412596,-140.63207244873047,-667.9303344726561,-136.6909787178039,-668.0169021606443,-88.65003004074094,-649.8659362792969,-94.49935111999514,-650.7300910949706,-141.63143649101255,-604.1403419494627,-145.9150680541992,-604.3414375305174,24.309725475311325,-474.5552009582518,-75.211501121521,-470.1389762878416,100.10977363586426,-209.91863479614244,-42.39431505203231,-262.86965103149396,-130.38816003799434,-202.7358650207516,-180.67151827812194,-229.67058334350577,-181.93876805305473,-163.81679306030264,-220.8492064476012,-215.19912185668932,-192.55907464027405,-204.20433883666988,-243.2541704177856,-229.8826377868652,-175.7441230773925,-222.08922500610333,-218.10845317840568,-244.12678756713876,26.35781736373906,-5.534667205810365,-43.36670293807981,-10.321112823486374,-45.845993614196686,326.8055717468267,-40.77794981002796,291.11409072875995,1.3338397979738374,607.6263267517088,-28.5650959968566,585.8513328552249,51.41704301834113,656.4006797790526,-2.5551658630369047,644.2093345642088,-145.9203569412232,645.4718467712405,-133.7595268249512,625.162154388428,-247.07818508148193,-203.22458267211914
3,-163.37479365348804,-641.3669210815428,-145.90596931457503,-670.7824415588377,-140.84452322959885,-670.2052175903319,-135.97180260658263,-669.512971343994,-147.99263866424553,-672.111842651367,-144.46332650184627,-672.2856051635741,-140.53246499061584,-672.4948320007321,-93.37255322456349,-654.6454307556152,-99.21743205070493,-655.7545440673827,-144.88823115348805,-608.2408319091794,-149.03620430946341,-608.4484460449216,19.252697954177847,-478.57079269409155,-77.88086342811584,-474.77185226440406,95.13154177665706,-214.2609919738768,-43.64375332832333,-263.623094329834,-134.86496781349183,-206.66101638793907,-185.26852618217464,-231.92242172241208,-186.91041352272026,-166.366754608154,-225.86076807975758,-212.2279353332517,-197.79554142951963,-206.39979080200192,-246.98052477836603,-229.89372390747053,-180.36261122703542,-225.21522994995075,-222.5278618526458,-245.4894831848144,22.834489831924543,-7.399867401122947,-46.038379068374525,-11.554837188720512,-51.56723273277271,326.5768922424322,-45.2173460483549,292.28360275268574,-4.973003225326352,616.3039155578613,-33.213074712753155,592.2760560607912,45.626259412765535,666.8058045959474,-6.972202520370388,651.5791566467287,-151.37059699058534,653.0988862609865,-139.00728695869452,630.3876466369629,-237.0551769733429,-196.52033615112305
4,-166.85028539085374,-634.6615262145995,-149.40002288246137,-664.1090846557615,-144.18951242637615,-663.519349090576,-139.03470383834838,-662.7731082458494,-151.48077918434137,-665.4112949523924,-147.82160033226012,-665.6106954345703,-143.69547367858888,-665.8749396972654,-95.77307290649401,-647.5959489440918,-101.83781092071536,-649.0617956542967,-147.43101906394952,-601.4479626159665,-151.8203972110747,-601.5002882080075,17.32830200958267,-471.31300927734355,-81.08408918380724,-469.1113355712888,92.44340108871461,-207.69411767578094,-47.12859805297853,-256.1601331787108,-137.62321833801263,-198.3890090332029,-187.57081588554382,-225.162098144531,-189.8013386878967,-157.4147537841793,-227.55251798629752,-208.07009088134737,-201.38906490325917,-196.71273577880856,-249.60900506973258,-222.1858531494138,-183.82298097038256,-216.3470039062497,-224.65385791397085,-237.76969171142582,21.47079315948497,0.5904667968752619,-46.33756780242925,-4.650073974609086,-53.789620021819815,331.78566082763723,-42.43604524612408,300.3043754882815,-8.248110260009526,623.8950382690432,-30.500380920409953,600.1521970825197,41.96896741104126,675.7022807006838,-4.4760049667356725,659.616329772949,-154.41023453521723,657.09392376709,-135.9994573059082,635.9796348266605,-236.30151557922363,-182.31986236572266
5,-170.81314671821588,-626.0225635620116,-153.04041263122542,-656.096475640869,-147.8388946014403,-655.5498199401854,-142.7313250442504,-654.7901952758785,-155.03706012840257,-657.3284561279295,-151.43732157897944,-657.5272297485351,-147.50911808624267,-657.7427679199217,-99.78521257095326,-639.4507597045897,-106.56806472702033,-641.3688251037596,-150.47703227691636,-592.4623137268064,-155.0210651023864,-592.5196695007322,13.203346048736762,-460.9850387695309,-85.75341836929306,-460.7411177124021,88.36758174133308,-198.43816157226524,-48.64280220565797,-247.06561874999989,-141.10019448623643,-188.05086024169896,-188.50126091995236,-215.43007829589806,-193.39671117095946,-146.21592930908173,-231.35336068153373,-195.25959290771448,-205.48890862083425,-185.05127230224593,-251.78230994224538,-212.27523281249955,-188.10561978836046,-204.9114501708982,-226.75889155654892,-227.3141115234373,19.646871782684457,8.49388070068403,-48.334675499725336,2.5291244750978876,-57.40418213195778,338.55158316650454,-49.046072353362774,308.1210409790044,-13.87178933258042,631.2958401855471,-38.05850786132794,607.0392991699218,36.09857042083752,682.8950612548829,-12.785707575988681,665.53403671875,-161.21717249908443,665.4091020263672,-140.69618945617674,644.037766699219,-233.73401021957397,-169.9392547607422
6,-171.9770769181822,-631.0315480114743,-153.9826075765227,-661.6373390515134,-148.78986706397995,-661.0293945263671,-143.6379487625884,-660.1305227673337,-155.83567956825243,-663.0019403173825,-152.21083543739303,-663.2327480017088,-148.28992562782275,-663.370365611572,-100.83613013786305,-644.609699102783,-107.75289180885318,-646.9488999572752,-151.14190476173394,-597.3151421191404,-155.55367559303272,-597.26879880249,12.559431246872123,-464.73332825683553,-87.95760859107963,-467.5110689135739,87.03017956123358,-202.7947644873043,-48.792326185684146,-253.57425555908185,-140.3706586617277,-191.62740236572245,-187.224535976715,-219.61885053955052,-192.55047211669915,-149.85951560302692,-232.75659129524223,-196.5333579199214,-205.26981403999315,-188.1580069775389,-251.87480706596364,-214.87777291992143,-187.828621578369,-207.68120481445294,-226.58881466697676,-230.27826828369143,19.930009680862554,3.173278388672088,-47.500741774978565,-2.988846416015349,-50.81584300666793,334.25263585693415,-47.55397390480016,301.54213612793,-15.347576186141737,622.1471076342777,-36.78388557563767,598.0445329028319,33.60484639366166,674.215516472168,-11.768825660476637,656.5037293139649,-161.53588847763058,653.4374729663091,-138.86738137641896,633.4416162524417,-229.98604321479797,-174.51981353759766
7,-172.79701669239796,-621.775067510742,-154.61590230725085,-651.900825068115,-149.47134391516101,-651.2049739035643,-144.40370617803944,-650.1956314401853,-156.33451874844343,-653.0967159807127,-152.7110521160888,-653.1389861821286,-148.7959643784484,-653.0793987209471,-101.9212820971984,-635.0107611437986,-108.85421230801387,-637.1667020581053,-152.9492575091856,-587.8020496083982,-157.10165691462691,-587.9407790932615,11.06414942102083,-453.7287287980953,-87.84388867263783,-457.01712157983377,86.95581870162971,-192.20849454272434,-50.288388517364524,-242.7978085305176,-139.50322868490582,-180.4252548698728,-187.6260571756896,-208.03362336987266,-192.58544643420407,-138.27475466381816,-235.2585285942077,-183.23609719409137,-205.52409951347335,-175.83976388891597,-253.53948131103505,-202.97145127661088,-188.31184316647324,-195.33722840844712,-228.24137672671492,-218.24128757006815,20.680612912079027,11.3764484860842,-45.98309206576516,4.909372238525748,-48.00743314480576,339.5460868044436,-57.92128333374012,309.8789992771001,-11.762046849792227,624.5326771047366,-39.22148864849828,600.3086007180175,36.545584516205054,675.7691302492676,-14.69883633480822,657.5287166359867,-157.51091827111816,657.0322392678227,-138.4379788735656,637.0244454982912,-225.59077644348145,-159.05997848510742
8,-172.6927939989073,-617.3870034714841,-154.80741286485897,-647.05629314165,-149.7376035535308,-646.2733396270019,-144.7352530836822,-645.1376147712889,-156.37586280339644,-648.1578422975095,-152.61293325132738,-648.0813717459959,-148.4265103009002,-647.862006067822,-101.9277000304046,-630.4746390358883,-108.06030213362726,-632.4979910104978,-152.99965502124928,-582.8198486100583,-156.94331488678893,-583.1422274616209,10.672258362424031,-447.8935550904781,-87.14653823570245,-452.19094106879857,86.24171437330642,-187.1974253644039,-48.05228335608217,-234.95443716254886,-137.6860721275358,-173.7223488238767,-184.7048053009459,-202.7708279866697,-189.4550475255523,-131.61310893735345,-230.08078766189567,-181.7313376246575,-203.53003910746747,-167.99850559965785,-251.30179488578779,-198.0346279097164,-186.67121759233686,-187.4286229062011,-225.63299667746873,-212.95784862905248,21.976485006253256,13.520054510302998,-45.142084738503854,6.524654315478756,-44.5733900297148,338.2178516518072,-57.60443527638233,309.92480968169,-9.215623645834171,624.3000575468268,-39.996435255880556,598.0238085224121,37.68292189953945,675.207905975537,-15.788826329122799,654.0801289179203,-152.68968263592217,658.7484682636232,-136.64822049928887,636.9231872274904,-223.2885811328888,-147.69960403442383
9,-175.57406361404287,-620.0869289795799,-158.01945967840754,-649.7164113138571,-152.93648925494927,-648.8562113744531,-147.89619487760558,-647.651092183242,-159.53795587725392,-650.7668973121285,-155.64859869723807,-650.5827541045604,-151.24133531782275,-650.2280699726658,-104.70608829466357,-633.3813019574704,-110.52299666028614,-635.2196872114744,-155.86296154103206,-585.3868031129001,-159.62587969835624,-585.8739656851169,6.896043718061264,-450.3130511646675,-88.35598042643733,-454.99765641949205,83.15029169327101,-189.95853996193318,-48.72337542334526,-236.15700065777355,-138.23470817924715,-175.35340548732393,-185.03309129581044,-205.82027719646453,-188.61409495479847,-132.9704035317186,-231.50669346112056,-183.10674215783138,-204.00346916172163,-168.1572273312886,-251.92008490498336,-200.4419387779683,-187.64184134147808,-187.51794867896456,-226.38336596418253,-215.04096914982392,19.514985602887805,8.609691374355634,-46.23653704396156,2.076924074941644,-44.76980482963427,331.650369273106,-57.35590067815235,303.95107821410215,-10.332144903224275,620.2369439256449,-40.734916139503525,592.5198692666604,35.933169136986976,671.7244683961521,-16.58515428114788,648.4737054902935,-153.62261302730144,654.2243681777932,-137.24239999447798,631.6127456438089,-226.3953983783722,-146.7875747680664
