Frame,Time (s),Video Title
295,7.090095281600952,one
296,7.113699674606323,one
297,7.135518312454224,one
298,7.1576879024505615,one
299,7.179801940917969,one
300,7.203094959259033,one
301,7.226936340332031,one
302,7.250335216522217,one
303,7.274411201477051,one
304,7.2977025508880615,one
305,7.31998872756958,one
306,7.343074083328247,one
307,7.366668939590454,one
308,7.388814210891724,one
309,7.412113904953003,one
310,7.4367101192474365,one
311,7.45908260345459,one
313,7.51992130279541,one
314,7.542030572891235,one
315,7.563671350479126,one
319,7.695034503936768,one
320,7.718621730804443,one
323,7.813831567764282,one
324,7.837430953979492,one
336,8.147761344909668,one
337,8.171747207641602,one
338,8.194669723510742,one
339,8.217818260192871,one
340,8.23991084098816,one
341,8.26326060295105,one
342,8.287351608276367,one
343,8.31039309501648,one
344,8.335058689117432,one
345,8.35867166519165,one
346,8.383193731307983,one
347,8.404493570327759,one
348,8.427417278289795,one
349,8.44955563545227,one
350,8.471794605255127,one
351,8.49377179145813,one
352,8.516901969909668,one
353,8.53900146484375,one
354,8.563821077346802,one
355,8.586890935897827,one
356,8.610023498535156,one
357,8.632807493209839,one
358,8.655217170715332,one
